# Cosmological parameters
# z 0.698
# name challenge
# H0 67.6
# Omega_k 0.0
# Omega_b 0.048142572038794164
# Omega_c 0.26044573456811737
# Omega_m 0.31000006214536036
# Omega_de 0.6899208700952628
# Omega_nu 0.0014117555384487999
# N_eff 3.0460000000000003
# mass_neutrinos 0.06
# n_s 0.97
# A_s 2.0406217009089533e-09
# H_z 100.45460166117748
# D_A 1517.5344595980187
# D_M 2576.7735123974358
# D_H 2984.357640590399
# D_V 2400.414611059186
# r_drag 147.7846253725727
# DM_rd 17.436005307732493
# DH_rd 20.193965597345997
# DV_rd 16.242654504875702
# sigma8 0.559387924199009
# fsigma_8 0.45618676272046316
# f 0.8155105660775209
# 
# k[h/Mpc]  P_lin(k)
3.408649642223008e-05    69.81503653785207
3.435513438644914e-05    70.3486557786897
3.4625889504479664e-05    70.88635316442706
3.489877846175283e-05    71.42815983561017
3.517381807519878e-05    71.97410716977507
3.5451025294283076e-05    72.52422678366374
3.5730417202051096e-05    73.07855053504468
3.601201101618086e-05    73.63711052454107
3.62958240900441e-05    74.19993909748376
3.658187391377558e-05    74.76706884576832
3.687017811535101e-05    75.33853260973251
3.7160754461673376e-05    75.91436348004306
3.7453620859667804e-05    76.49459479959997
3.774879535738509e-05    77.07926016545719
3.8046296145113926e-05    77.66839343563
3.834614155650192e-05    78.26202876142425
3.864835006968536e-05    78.86020057075248
3.8952940308427946e-05    79.4629435552792
3.9259931043268576e-05    80.07029267238595
3.956934119267795e-05    80.68228314720976
3.988118982422455e-05    81.29895047470077
4.019549615574962e-05    81.92033042169255
4.051227955655151e-05    82.54645902899132
4.083155954857932e-05    83.17737261347733
4.115335580763591e-05    83.8131077702275
4.14776881645905e-05    84.45370137465069
4.180457660660069e-05    85.09919058454608
4.2134041278344214e-05    85.74961281724036
4.246610248326038e-05    86.40500571678915
4.2800780684801246e-05    87.06540720513803
4.3138096507692706e-05    87.73085549258327
4.3478070739205515e-05    88.40138907995605
4.3820724330436305e-05    89.0770467608186
4.4166078397598685e-05    89.75786762367888
4.4514154223324576e-05    90.44389105422341
4.486497325797574e-05    91.13515673756334
4.521855712096569e-05    91.83170466050072
4.557492760209197e-05    92.53357511380918
4.5934106662879e-05    93.2408086945339
4.629611643793143e-05    93.95344631103887
4.666097923629822e-05    94.67152923235703
4.7028717542847436e-05    95.39509908582613
4.739935401965192e-05    96.12419781883978
4.777291150738579e-05    96.85886769988183
4.8149413026732074e-05    97.59915132098972
4.852888177980136e-05    98.34509160023553
4.891134115156158e-05    99.09673178422683
4.9296814711279224e-05    99.85411545062757
4.9685326213971684e-05    100.61728651069623
5.007689960187132e-05    101.38628921184781
5.0471559005900764e-05    102.16116814022543
5.086932874716008e-05    102.94196822330692
5.127023333842559e-05    103.72873471593739
5.167429748566041e-05    104.52151313555862
5.2081546089537e-05    105.32034931957449
5.249200424697174e-05    106.12528945337887
5.290569725267145e-05    106.93638007298527
5.3322650600692246e-05    107.75366806767627
5.374288998601059e-05    108.5772006826661
5.4166441306106813e-05    109.4070255217848
5.459333066256101e-05    110.2431905501827
5.502358436266154e-05    111.0857440970555
5.545722892102634e-05    111.93473485839114
5.5894291061236775e-05    112.79021189973096
5.6334797717484537e-05    113.65222465957257
5.677877603623155e-05    114.52082300007879
5.7226253377882766e-05    115.39605724619473
5.7677257318472353e-05    116.27797811596007
5.813181565136303e-05    117.16663671551574
5.858995638895891e-05    118.06208454208233
5.9051707764431726e-05    118.96437348695638
5.951709823346068e-05    119.87355583853511
5.998615647598617e-05    120.7896842853553
6.045891139797709e-05    121.71281191916871
6.0935392133212205e-05    122.64299223802949
6.141562804507553e-05    123.58027914941081
6.189964872836596e-05    124.52472697334426
6.238748401112088e-05    125.47639043709972
6.287916395645448e-05    126.43532458828676
6.337471886441043e-05    127.40158482997883
6.387417927382897e-05    128.37522698429683
6.437757596422904e-05    129.35630729658374
6.488493995770505e-05    130.34488243858502
6.539630252083859e-05    131.34100951166215
6.59116951666253e-05    132.34474605002328
6.643114965641679e-05    133.35615002397628
6.695469800187811e-05    134.37527984321463
6.748237246696031e-05    135.40219436012072
6.801420556988882e-05    136.43695287309262
6.855023008516743e-05    137.47961512990435
6.909047904559791e-05    138.53024136598953
6.963498574431585e-05    139.58889239824958
7.018378373684219e-05    140.65562953568966
7.073690684315124e-05    141.73051455617812
7.129438914975476e-05    142.8136097100443
7.185626501180261e-05    143.90497772369085
7.24225690551999e-05    145.00468180324677
7.29933361787408e-05    146.11278563824013
7.35686015562592e-05    147.22935340530265
7.414840063879641e-05    148.3544497719005
7.47327691567857e-05    149.4881399000966
7.532174312225428e-05    150.63048945033785
7.591535883104262e-05    151.78156458228216
7.65136528650411e-05    152.94143185294786
7.711666209444444e-05    154.1101581886102
7.772442368002382e-05    155.28781101294243
7.833697507541699e-05    156.47445825930564
7.895435402943632e-05    157.6701683745597
7.957659858839504e-05    158.87501032291075
8.020374709845201e-05    160.0890535897771
8.083583820797468e-05    161.31236818568735
8.147291086992093e-05    162.54502465021505
8.211500434423948e-05    163.78709405592843
8.276215820028935e-05    165.0386480123795
8.34144123192783e-05    166.29975867011896
8.407180689672058e-05    167.57049874139378
8.473438244491404e-05    168.85094161820592
8.540217979543653e-05    170.1411613115366
8.60752401016625e-05    171.44123239653385
8.675360484129875e-05    172.75123001645343
8.743731581894068e-05    174.07122988698433
8.812641516864858e-05    175.40130830060414
8.882094535654406e-05    176.74154213096355
8.9520949183427e-05    178.09200883730693
9.022646978741347e-05    179.45278646892675
9.093755064659371e-05    180.8239536696516
9.16542355817118e-05    182.20558968236446
9.237656875886602e-05    183.59777435345683
9.310459469223064e-05    185.00058809376168
9.383835824679913e-05    186.41411181447933
9.457790464114894e-05    187.83842702217012
9.532327945022827e-05    189.27361584019488
9.607452860816442e-05    190.7197610133514
9.683169841109469e-05    192.1769459125253
9.759483552001932e-05    193.64525453940232
9.836398696367705e-05    195.12477153118968
9.913920014144324e-05    196.61558216539336
9.992052282625086e-05    198.11777236461694
0.0001007080031675347    199.63142870139956
0.00010150168969419836    201.1566384030986
0.00010230163131760505    202.69348935750253
0.00010310787733459163    204.24207013158647
0.00010392047743050673    205.80246997598618
0.00010473948168227248    207.37477881742484
0.00010556494056147057    208.9590872632808
0.00010639690493745276    210.5554866066996
0.00010723542608047543    212.1640688317531
0.00010808055566485931    213.78492661862936
0.000108932345772174    215.4181533488487
0.00010979084889444735    217.06384311054524
0.0001106561179374004    218.72209070377073
0.00011152820622370784    220.3929916458336
0.00011240716749628383    222.07664217669188
0.0001132930559215941    223.77313925285233
0.00011418592609299383    225.4825805013062
0.00011508583303409223    227.20506426458138
0.00011599283220214316    228.9406896268171
0.0001169069794914628    230.68955641931478
0.00011782833123687435    232.451765226106
0.00011875694421717935    234.22741738956913
0.00011969287565865699    236.01661501608265
0.00012063618323859051    237.8194609817279
0.0001215869250888218    239.63605893802088
0.00012254515979933357    241.4665133176983
0.0001235109464218602    243.31092934053945
0.00012448434447352675    245.1694130194398
0.00012546541394051674    247.0420711868429
0.00012645421528176872    248.92901151875293
0.0001274508094327023    250.8303425078485
0.00012845525780897323    252.74617346559566
0.00012946762231025798    254.67661452837046
0.0001304879653240688    256.6217766636238
0.0001315163497295979    258.5817716760919
0.00013255283890159272    260.5567122140586
0.00013359749671426128    262.5467117756603
0.0001346503875452085    264.55188471523746
0.00013571157627940365    266.5723462497317
0.0001367811283131785    268.6082124651347
0.00013785910955825819    270.65960030954346
0.0001389455864458221    272.72662744174954
0.00014004062593059844    274.8094122855523
0.00014114429549499005    276.9080741483854
0.00014225666315323315    279.02273323008495
0.00014337779745558868    281.15351062942875
0.00014450776749256678    283.3005283507526
0.0001456466428991846    285.46390931059136
0.0001467944938592575    287.6437773443751
0.00014795139110972412    289.84025721317585
0.00014911740594500573    292.05347461049934
0.00015029261022139975    294.28355616912756
0.00015147707636150782    296.53062946800617
0.0001526708773586989    298.7948230557759
0.00015387408678160783    301.07626650545035
0.00015508677877866859    303.3750903749394
0.00015630902808268398    305.6914261993626
0.00015754091001543102    308.02540649823163
0.0001587825004923028    310.37716478269795
0.00016003387602698648    312.7468355628625
0.00016129511373617908    315.13455435512395
0.00016256629134433923    317.54045768957855
0.00016384748718847723    319.96468311748697
0.00016513878022298271    322.4073692187844
0.00016644025002449006    324.86865560964566
0.00016775197679678254    327.3486829471176
0.00016907404137573464    329.84759281350495
0.0001704065252342941    332.36552767584857
0.0001717495104875022    334.90263104695026
0.00017310307989755437    337.45904750474244
0.00017446731687890051    340.03492269999686
0.00017584230550338534    342.6304033640859
0.00017722813050542955    345.2456373168125
0.0001786248772872512    347.8807734742873
0.00018003263192412942    350.5359618568593
0.000181451481169708    353.211353597094
0.00018288151246134213    355.9071009478315
0.00018432281392548666    358.62335729027313
0.00018577547438312697    361.36027715086163
0.00018723958335525257    364.11801627510124
0.00018871523106837377    366.8967316014618
0.00019020250846008238    369.696581233749
0.00019170150718465507    372.51772444928827
0.00019321231961870233    375.3603217074401
0.00019473503886686068    378.22453465817296
0.0001962697587675307    381.1105261506973
0.00019781657389865946    384.01846024216894
0.0001993755795835696    386.94850220644065
0.00020094687189683286    389.9008185428783
0.00020253054767019126    392.87557698525865
0.00020412670449852433    395.87294651039
0.00020573544074586322    398.8930971608197
0.00020735685555145283    401.9361997247351
0.00020899104883586082    405.00242615317734
0.00021063812130713588    408.0919496525191
0.00021229817446701343    411.20494469326877
0.00021397131061717077    414.34158701891096
0.00021565763286553167    417.5020536548329
0.00021735724513262042    420.68652291729904
0.0002190702521579658    423.895174422482
0.00022079675950655586    427.1281890955528
0.00022253687357534364    430.38574917983146
0.0002242907015998034    433.6680382460058
0.00022605835166053954    436.97524120567186
0.00022783993268994684    440.3075444140067
0.0002296355544789236    443.66513568208467
0.00023144532768363765    447.0482041961478
0.00023326936383234536    450.4569405231517
0.000235107775332265    453.8915366204764
0.00023696067547650338    457.3521858456852
0.0002388281784510381    460.83908296635093
0.000240710399341754    464.3524241699489
0.00024260745414153548    467.89240707383277
0.00024451945975741466    471.4592307352426
0.00024644653401777595    475.05309566140755
0.00024838879567961697    478.6742038196916
0.0002503463644358673    482.32275856810793
0.00025231936092276453    485.99896427366
0.00025430790672728847    489.7030266064148
0.00025631212439465416    493.43515271534466
0.0002583321374358635    497.19555123863057
0.0002603680703353172    500.9844323137963
0.0002624200485584856    504.80200758791506
0.00026448819855964107    508.648490227884
0.00026657264778965023    512.5240949307506
0.00026867352470382887    516.4290379340911
0.00027079095876985764    520.3635370265036
0.0002729250804757604    524.3278115580999
0.00027507602133794646    528.3220824497074
0.00027724391390931415    532.3465720271956
0.00027942889178742046    536.4015038536112
0.00028163108962271356    540.4871030389588
0.00028385064312683086    544.603596290588
0.00028608768908096224    548.7512119237615
0.00028834236534427927    552.9301798723028
0.0002906148108624311    557.1407316993154
0.0002929051656761067    561.3831006079552
0.00029521357092966515    565.6575214522653
0.0002975401688798336    569.9642307480905
0.0002998851029044741    574.3034666840197
0.00030224851751141916    578.6754691324383
0.0003046305583473774    583.0804796420982
0.0003070313722069088    587.5187412075553
0.00030945110704147093    591.9904983403649
0.00031188991196853707    596.4959972617052
0.00031434793728078497    601.0354859177778
0.0003168253344553593    605.6092139909542
0.0003193222561632061    610.2174329109716
0.0003218388562784815    614.8603958662076
0.00032437528988803427    619.5383578150085
0.0003269317133009627    624.2515754970608
0.00032950828405824774    629.0003074448938
0.0003321051609424615    633.7848139953404
0.0003347225039875521    638.6053573011735
0.0003373604744887056    643.4622011557773
0.0003400192350122869    648.3556104105743
0.000342698949405857    653.285851537534
0.00034539978280827033    658.2531928354596
0.0003481219016598519    663.2579044412205
0.00035086547371265397    668.3002583410307
0.00035363066804079425    673.3805283817957
0.00035641765505087453    678.4989902824964
0.0003592266064924828    683.6559216456516
0.00036205769546877685    688.8516019688172
0.0003649110964471521    694.0863126561543
0.00036778698526999335    699.3603370300415
0.0003706855391655109    704.6739603386761
0.00037360693675866214    710.0274695694508
0.00037655135808216053    715.421153364262
0.0003795189845875689    720.8553022921812
0.0003825099991564818    726.330208883172
0.0003855245861117964    731.8461676397518
0.00038856293122907065    737.4034750487007
0.0003916252217479723    743.00242959281
0.00039471164638381714    748.6433317626921
0.00039782239533919973    754.3264840686714
0.0004009576603157133    760.0521910526555
0.0004041176345257645    765.8207593001571
0.00040730251270448007    771.6324974522641
0.00041051249112170697    777.4877160484932
0.00041374776759410824    783.3867261363779
0.00041700854149735305    789.3298399533635
0.00042029501377840425    795.3173717533401
0.0004236073869679005    801.3496378254329
0.0004269458651926381    807.426956504856
0.00043031065418815064    813.549648183754
0.0004337019613113869    819.7180353221094
0.0004371199955534898    825.9324424586637
0.0004405649675526758    832.193196221874
0.00044403708960721476    838.500625340902
0.00044753657568851363    844.8550606566356
0.0004510636414543025    851.2568351327511
0.0004546185042619244    857.7062838885655
0.00045820138318173    864.2037442531696
0.00046181249901057817    870.7495557261069
0.0004654520742854431    877.3440599772049
0.0004691203332971271    883.9876008578159
0.0004728175021040838    890.680524412097
0.00047654380854634826    897.42317888835
0.0004802994822595787    904.2159147503157
0.00048408475468920666    911.0590846885517
0.00048789985910470114    917.9530436318466
0.0004917450306139436    924.898148758628
0.0004956205061777161    931.8947595084078
0.0004995265246243045    938.9432375318344
0.0005034633266642168    946.0439451759333
0.0005074311549050161    953.1972453392467
0.0005114302538662726    960.4035030431721
0.0005154608699946308    967.6630855214659
0.0005195232516789989    974.9763622298848
0.0005236176492658537    982.343704855858
0.0005277443150746698    989.7654873281033
0.0005319035034134685    997.2420858263007
0.0005360954705944896    1004.7738787907301
0.0005403204749499866    1012.3612469318825
0.0005445787768481476    1020.0045732401181
0.0005488706387091392    1027.7042429952896
0.0005531963250212788    1035.460643598043
0.0005575561023573346    1043.2741636164424
0.000561950239390952    1051.1451934510903
0.000566379006913212    1059.0741257755617
0.0005708426778493174    1067.0613555459424
0.0005753415272754141    1075.107280009433
0.000579875832435541    1083.2122987128928
0.0005844458727587148    1091.376813511378
0.0005890519298761524    1099.601228576597
0.0005936942876386253    1107.8859504054253
0.0005983732321339507    1116.2313878283246
0.0006030890517046243    1124.6379520177602
0.0006078420369655873    1133.1060564930062
0.0006126324808221382    1141.6361165378605
0.0006174606784879796    1150.2285485262578
0.000622326927503415    1158.8837709909862
0.0006272315277536831    1167.602204786386
0.0006321747814874363    1176.384273095422
0.0006371569933353711    1185.230401436709
0.0006421784703289972    1194.1410176715358
0.0006472395219195618    1203.1165520107943
0.0006523404599971163    1212.1574370218316
0.0006574815989097402    1221.26410763531
0.0006626632554829113    1230.4370011519695
0.000667885749039028    1239.6765572493123
0.0006731494014170931    1248.983217860204
0.0006784545369925412    1258.3574253178483
0.0006838014826972341    1267.7996227195254
0.0006891905680396031    1277.3102554113905
0.000694622125124959    1286.8897710340107
0.0007000964886759575    1296.5386195265703
0.0007056139960532239    1306.2572531311246
0.0007111749872761471    1316.046126396591
0.0007167798050438298    1325.9056961828217
0.0007224287947562111    1335.8364216644304
0.0007281223045353501    1345.8387643345925
0.000733860685246877    1355.9131880087027
0.0007396442905216207    1366.0601588280067
0.0007454734767773952    1376.2801447081945
0.0007513486032409701    1386.5736133953951
0.0007572700319702027    1396.9410341846972
0.0007632381278763545    1407.382878596544
0.000769253258746577    1417.8996203777842
0.0007753157952665749    1428.4917355025716
0.0007814261110434546    1439.1597021730245
0.0007875845826287426    1449.9040008198576
0.0007937915895415954    1460.7251141028476
0.0008000475142921833    1471.6235269110603
0.0008063527424052667    1482.599726363015
0.0008127076624439524    1493.6542018067532
0.0008191126660336373    1504.7874447996262
0.000825568147886147    1515.9999479512198
0.0008320745058240541    1527.2922042429434
0.0008386321408052014    1538.664708637621
0.000845241456947404    1550.1179582284044
0.0008519028615533584    1561.6524522361153
0.0008586167651357414    1573.2686920064136
0.0008653835814425059    1584.9671810067564
0.0008722037274823821    1596.7484248231517
0.0008790776235505718    1608.612931156764
0.0008860056932546544    1620.5612098203235
0.0008929883635406856    1632.5937727342787
0.0009000260647195142    1644.7111339228175
0.0009071192304932979    1656.9138091518214
0.0009142682979822271    1669.202312657311
0.0009214737077514695    1681.5771585477062
0.0009287359038383133    1694.0388628092567
0.0009360553337795371    1706.587943322555
0.0009434324486389839    1719.2249198541124
0.0009508677030353636    1731.950314047517
0.0009583615551702667    1744.7646494145215
0.0009659144668563981    1757.668451325729
0.0009735269035460437    1770.6622470011116
0.0009811993343597464    1783.7465655001781
0.0009889322321152228    1796.9219377119389
0.0009967260733564941    1810.1888963440115
0.0010045813383832605    1823.5479745249772
0.0010124985112804949    1836.9997027375598
0.0010204780799482744    1850.5446122085227
0.001028520536131853    1864.1832357396179
0.0010366263754519585    1877.916107692365
0.0010447960974353419    1891.7437639726372
0.0010530302055455551    1905.6667420147514
0.0010613292072139823    1919.6855807654572
0.0010696936138711085    1933.8008206673335
0.001078123940978034    1948.0130036420392
0.0010866207080582467    1962.3226730731603
0.0010951844387296294    1976.7303737886696
0.0011038156607367357    1991.2366519153852
0.0011125149059833099    2005.8420512318298
0.001121282710565062    2020.5471125071215
0.001130119614802712    2035.352377407032
0.0011390261632752802    2050.258388696719
0.0011480029048536544    2065.265690216759
0.0011570503927344068    2080.3748268589757
0.001166169184473892    2095.586344541662
0.001175359842022603    2110.900790184505
0.0011846229317598006    2126.3187116830454
0.001193959024528421    2141.8406578827394
0.0012033686956702489    2157.4671785525657
0.0012128525250613795    2173.1988243582227
0.0012224110971479473    2189.036145755903
0.0012320450009821481    2204.9796865655994
0.0012417548302585384    2221.0299880281195
0.0012515411833506171    2237.187591814243
0.00126140466334771    2253.453040000435
0.0012713458780921254    2269.8268750337043
0.0012813654402166227    2286.3096396957785
0.0012914639671821558    2302.901877066916
0.0013016420813159336    2319.604130489195
0.0013119004098497676    2336.416943529194
0.0013222395849587217    2353.3408599401996
0.0013326602438000785    2370.376423623945
0.0013431630285525953    2387.5241785777957
0.0013537485864560876    2404.7846657117584
0.001364417569851307    2422.158418690672
0.0013751706362201495    2439.645969875724
0.0013860084482261704    2457.247851242845
0.001396931673755417    2474.964594335922
0.0014079409859575965    2492.7967302191732
0.0014190370632875488    2510.7447894291495
0.001430220589547067    2528.809301926001
0.0014414922539270274    2546.990797044191
0.0014528527510498685    2565.2898034425866
0.001464302781012396    2583.706849054081
0.0014758430494289214    2602.242461034286
0.001487474267474754    2620.8971651726793
0.0014991971519300199    2639.671477117511
0.0015110124252238418    2658.56590349444
0.0015229208154788484    2677.5809491898654
0.0015349230565560581    2696.717117525207
0.0015470198881000956    2715.9749101938123
0.00155921205558477    2735.354827197286
0.001571500310359026    2754.8573667810556
0.0015838854096932344    2774.483025369361
0.0015963681168258673    2794.232297499351
0.001608949201010532    2814.1056757547267
0.0016216294375633697    2834.1036506985224
0.001634409607910846    2854.2267108052374
0.001647290499637896    2874.475340829674
0.0016602729065364693    2894.8500156981727
0.0016733576286544374    2915.351205499419
0.0016865454723449076    2935.9793776271304
0.0016998372503159098    2956.734996703937
0.0017132337816804755    2977.6185245044157
0.001726735892007128    2998.630419877131
0.0017403444133707443    3019.7711386660194
0.0017540601844038468    3041.041133631277
0.001767884050348269    3062.4408543690365
0.001781816863107258    3083.9707472307514
0.0017958594812979673    3105.6312552417094
0.001810012770304365    3127.4228179260867
0.001824277602330574    3149.345864703015
0.0018386548564546116    3171.400810272682
0.0018531454186825724    3193.58806415027
0.0018677501820032188    3215.9080315728124
0.0018824700464430233    3238.361113405495
0.001897305919121626    3260.9477060470613
0.0019122587143077332    3283.6682013344525
0.001927329353475471    3306.522986446901
0.0019425187653611584    3329.512443808975
0.001957827886020554    3352.636950993061
0.0019732576588865278    3375.8968806209573
0.001988809034827213    3399.2926002649474
0.0020044829722045978    3422.8244712980886
0.002020280436933581    3446.49283821855
0.002036202402541508    3470.298032608395
0.002052249850228151    3494.240379934866
0.002068423768926191    3518.320199544363
0.002084725155362148    3542.537804550831
0.002101155014117813    3566.893501723711
0.002117714357692156    3591.3875913748016
0.0021344042065637122    3616.020367244692
0.0021512255892534855    3640.7921163883316
0.002168179542388313    3665.7031190598395
0.0021852671107647687    3690.7536485966584
0.0022024893474135265    3715.9439713025777
0.0022198473136642743    3741.2743431151066
0.0022373420792111097    3766.745001615497
0.002254974722178455    3792.35617426017
0.0022727463291875123    3818.108080542108
0.002290657995423209    3844.0009318647
0.0023087108247017065    3870.034931414986
0.0023269059295384083    3896.210274036079
0.0023452444312165323    3922.5271460991203
