PLATE MJD NEXP SEEING20 SEEING50 SEEING80 CARTID AZ ALT AIRMASS RA DEC SPEC1_R SPEC2_R SPEC1_I SPEC2_I
7655 57336 16 1.50787 1.60045 1.71377 10 64.41770125 76.3167845 1.04402 340.157444 26.524571 51.5265 50.4948 37.3795 39.2996
7656 57338 20 1.72228 1.82244 1.93058 10 63.7358336 77.29655 1.00868 342.591407 26.975447 41.0967 39.8757 32.3066 29.7558
7657 57309 24 1.42825 1.50093 1.59197 13 78.2341816667 63.2286513333 1.02327 341.962931 24.737958 47.3513 51.0441 37.2901 37.2414
7658 57312 36 1.61941 1.7222 1.8298 15 37.2976898889 77.9408532222 1.07941 344.396014 25.138904 44.6109 48.7566 37.1178 39.4265
7659 57060 32 1.23762 1.33465 1.43523 17 139.257741429 62.2120063988 1.10369 32.184708 26.742796 53.2885 62.556 37.9552 49.6094
7660 57357 16 1.31128 1.39935 1.456 13 66.10745725 74.551269 1.05442 8.171439 25.873572 39.4503 40.4601 31.6109 32.4169
7661 57286 16 1.5395 1.60805 1.6738 16 58.90261625 74.18613675 1.05553 6.804331 24.127566 35.9567 42.678 26.7384 34.9615
7662 57358 12 1.3079 1.39103 1.4896 13 73.065367 71.6136196667 1.06358 5.344496 25.941894 39.8274 38.7256 28.2425 30.6161
7663 57328 12 1.398 1.4645 1.535 11 30.632739 79.4245376667 1.01969 4.022543 23.885465 36.6442 43.2323 27.5703 34.8091
7664 57367 20 1.4979 1.57514 1.64394 11 45.370551 79.8593006 1.01625 2.441284 25.785008 45.3836 47.5391 34.5285 35.1005
7665 57328 20 1.59758 1.69524 1.7904 16 55.0900393355 73.9908962 1.01972 1.142783 23.68714 45.3628 47.1153 36.4737 38.7765
7666 57339 16 1.48577 1.60875 1.73588 14 72.8400835 70.3767549946 1.08484 359.548152 25.441924 34.6213 32.4665 27.0759 25.089
7669 57329 12 1.16207 1.201 1.2425 15 60.9166576667 73.968743 1.04805 351.286899 24.193547 43.9488 45.3954 33.3379 35.081
7670 57328 20 1.47342 1.57218 1.7531 15 75.168129 65.010706 1.15359 348.90017 23.80721 42.5784 49.547 34.5169 38.7598
7671 57360 12 1.3869 1.4323 1.50463 10 5.72967333333 84.321569 1.00455 9.965768 27.79285 41.6033 44.8033 34.004 36.5863
7672 57339 16 1.5245 1.61015 1.70823 10 50.57009775 76.67047175 1.03981 10.057279 24.347797 41.3356 46.2369 33.2731 35.3296
7673 57329 12 1.32023 1.44047 1.56343 13 53.0380413333 74.2252946667 1.00745 11.500403 25.902276 34.8776 34.9144 26.756 27.5718
7674 57359 16 1.35387 1.43005 1.54805 15 30.2912215 83.13085125 1.01129 12.840352 27.982452 52.8879 51.4411 45.7301 43.3907
7675 57327 24 1.73542 1.85458 1.9913 11 71.6923733333 67.9957249591 1.04677 13.109074 24.183594 40.9514 47.4535 30.011 37.5828
7676 57329 12 1.20113 1.26983 1.32197 14 55.713685 78.4784886667 1.02545 14.526366 26.110748 39.8355 44.1796 30.5658 35.8147
7677 57363 24 1.47505 1.5832 1.71175 16 267.225387333 55.8460941667 1.28326 15.723848 28.052252 44.9578 39.4308 37.2562 33.2919
7678 57282 20 1.29102 1.39266 1.52638 17 273.2280948 53.9480462 1.22729 15.892441 24.121981 37.021 49.1108 26.5081 36.8403
7679 57367 24 1.64258 1.7077 1.77847 16 267.902585 50.592234 1.26152 17.388979 25.880781 36.1456 43.3654 28.751 33.921
7681 57042 28 1.25036 1.3372 1.4631 13 273.563 53.7427 1.17332 18.78119 23.929586 61.7961 72.54 45.6849 56.6282
7682 57415 48 1.88902 2.04944 2.22811 13 268.895265833 51.8245885833 1.15424 20.205996 25.816455 46.1888 48.2563 37.6784 44.0233
7684 57286 20 1.33192 1.40902 1.47612 15 60.0573014 57.068823 1.18863 21.373778 23.916631 43.6744 44.6998 31.5009 35.5357
7685 57062 28 1.49761 1.59166 1.72903 16 -90.0476777143 53.8260065714 1.18557 22.858935 25.923803 36.6777 45.7338 27.3628 36.5842
7686 57015 32 1.83199 1.93853 2.0952 10 264.233 50.0117 1.37699 24.298501 27.914529 35.9628 50.1311 26.227 41.1135
7687 57007 20 1.44172 1.58476 1.77034 14 273.33 52.7526 1.18353 24.000951 23.695765 34.4147 36.6378 30.0278 32.6256
7688 57360 20 1.47054 1.54524 1.6407 16 278.244687 63.6542376 1.13168 25.521255 25.672025 44.8842 45.0388 37.5394 39.8725
7690 57046 16 1.3374 1.42945 1.55115 11 273.887 57.6005 1.28364 28.244207 25.421509 23.3614 31.7743 18.6246 26.7232
7691 57360 16 1.23565 1.29217 1.36215 17 271.4932315 60.03775475 1.11998 29.81399 27.24916 39.0745 43.1226 30.5213 35.9321
7692 57064 24 1.24105 1.35065 1.44152 12 -85.3017433333 57.7291118333 1.14615 30.789926 24.871369 42.8657 57.0971 34.3485 47.7092
7693 57361 16 1.57267 1.68557 1.81015 11 73.97806325 75.0292015 1.05241 7.083168 27.83388 33.8487 41.6605 27.5293 32.4138
7694 57359 16 1.50125 1.6068 1.75628 13 71.4298685 76.10546025 1.04594 4.189556 27.779088 40.2361 39.3511 32.3939 34.1044
7701 57356 48 2.07658 2.24048 2.45186 10 60.8776144167 75.2451711667 1.07519 352.184138 26.236978 51.4478 45.662 43.6846 39.9926
7703 57333 16 1.45872 1.54883 1.63335 10 78.3202305 67.8600265 1.10713 349.566496 26.042118 43.585 53.0807 36.3947 43.6424
7705 57332 24 1.75573 1.82637 1.91423 10 67.3819415 72.5634526667 1.09288 346.921276 25.618698 40.6878 42.5669 32.5778 34.5991
7714 57363 16 1.43345 1.56205 1.71588 13 -28.09595425 79.44161775 1.00566 8.459485 29.895177 36.7358 35.3378 30.7276 27.9571
7715 57364 16 1.40007 1.47343 1.56605 11 183.537145 77.6514425 1.00958 9.492371 31.769991 37.8917 43.5645 30.5447 35.0402
7718 57362 16 1.52952 1.60732 1.74677 11 85.322632 73.3369015 1.06391 11.362026 29.997685 43.1675 42.4747 33.9091 33.5736
7721 57360 16 1.16945 1.2548 1.38603 13 89.42279875 68.65430025 1.10601 14.340921 30.133079 50.4177 51.5125 41.2407 41.9642
7818 56989 20 1.3011 1.37922 1.44612 12 -9.6648 56.5274 1.18917 21.500229 0.022459 42.9841 56.7457 31.1674 46.0462
7819 57280 24 1.4063 1.49837 1.5847 13 -10.8781208333 58.1411933333 1.16525 43.205384 1.962155 45.4579 53.3668 34.2703 45.2413
7820 56984 32 1.44695 1.52603 1.60219 16 -3.53687 56.8812 1.193 44.079248 -0.058963 42.2401 52.8732 32.7749 42.2698
7821 57279 12 1.23553 1.32077 1.399 13 -1.93466433333 59.0920826667 1.16475 40.883726 1.945782 39.4299 39.5828 29.364 32.4312
7822 57041 32 1.75177 1.87719 1.99497 12 0.66925 56.7194 1.19666 41.983428 -0.208893 58.8379 54.9028 38.5393 39.8837
7823 56978 32 1.97661 2.1031 2.27895 14 -0.728125 54.7162 1.22357 43.256962 -2.36627 34.761 38.2284 24.6784 30.699
7824 57282 12 1.60147 1.6683 1.76017 16 -5.01191366667 59.0997846667 1.16367 38.780731 2.031621 36.7195 39.9578 27.9363 32.0565
7825 57030 36 1.53571 1.66148 1.79092 15 1.07255597758 56.0859843487 1.19525 39.696608 -0.408874 42.573 57.9773 30.6891 45.3787
7826 56931 20 1.34348 1.3914 1.43596 11 -7.4204 54.3996 1.22503 41.033235 -2.500827 41.4224 50.2716 28.8933 38.0336
7827 57278 16 1.30487 1.37565 1.4575 13 -13.221132 58.50447075 1.16619 36.573122 2.043391 40.0537 44.5962 31.1818 37.386
7828 57039 28 1.8202 2.0091 2.16576 14 2.94386 56.8983 1.19504 37.40136 -0.144453 45.0196 55.0573 30.9088 38.3961
7829 57011 20 1.29458 1.38508 1.47808 17 -8.6632002779 54.5026 1.23452 38.841702 -2.322432 33.0484 43.5399 20.9903 33.4605
7830 57043 24 1.34875 1.42103 1.48948 10 -13.3762 58.4138 1.16826 34.258614 1.945728 44.4851 51.1031 31.5198 39.2692
7831 57016 56 1.81052 1.96661 2.16066 13 -0.394785794054 56.7166 1.19349 35.094787 -0.189307 44.1134 55.0634 31.8531 39.9895
7832 56904 24 1.7475 1.81913 1.89335 14 -0.433834 54.717 1.22383 36.426922 -2.160341 41.0261 50.8604 26.5135 35.5032
7833 57286 16 1.38372 1.45487 1.50602 14 -21.0739145 57.399745 1.2099 31.967758 1.949445 42.6101 50.6639 29.3463 40.4374
7834 56979 28 1.40067 1.51511 1.64506 11 -5.38971 56.073 1.20168 32.952982 -0.245364 55.9184 76.0139 41.8371 58.8741
7835 56986 32 1.79824 1.89281 2.00267 16 4.28713 54.6655 1.22377 34.182298 -2.053957 47.4885 59.7404 30.421 44.5828
7836 57278 20 1.3954 1.46634 1.53936 11 -0.2543662 58.7349234 1.17134 29.616208 1.880855 44.7005 58.8051 32.3384 44.2737
7837 56987 28 0.0 0.0 0.0 16 4.88428552491 56.2129 1.22164 30.791767 -0.123233 33.5882 40.6805 26.7678 32.2254
7838 56958 24 1.62827 1.7419 1.8475 16 5.99566641267 54.4647 1.24467 31.682952 -2.087232 41.481 50.2355 30.0149 40.2298
7839 56900 24 1.2364 1.30215 1.38608 13 -6.416 58.4215 1.1683 27.395058 1.952203 81.24 78.3056 63.5337 65.2454
7840 57003 16 1.42987 1.5063 1.63323 10 4.5535 57.0242 1.19594 28.41085 0.069406 46.4598 49.2784 32.9768 36.7601
7841 56960 28 1.54563 1.63494 1.72499 16 -4.12971 54.3743 1.22914 29.517858 -2.035111 49.3119 60.351 34.1623 50.5172
7842 56899 24 1.55818 1.63595 1.72267 13 0.549333 57.8293 1.18483 24.964394 2.110208 50.2298 68.5915 35.9275 56.5396
7843 56902 20 1.2209 1.269 1.33376 13 -20.087 55.5664 1.20343 25.971104 0.067993 59.3133 72.2633 43.789 61.1594
7844 56982 16 1.32773 1.39475 1.4311 12 4.36325 55.1678 1.22253 27.258484 -1.80817 40.0333 46.7455 27.3596 39.1465
7845 56980 20 1.44748 1.52442 1.60516 11 -9.4848 54.3314 1.22037 25.140518 -2.190522 46.568 53.303 31.5052 39.4493
7846 56984 24 1.72682 1.82765 1.93555 12 -3.2365 54.704 1.22404 23.007515 -1.958779 37.8331 40.8859 29.2818 33.1115
7847 57012 20 1.4715 1.58582 1.69504 11 -5.20600009537 57.187 1.18844 23.794274 0.080542 39.0634 56.1121 27.982 43.4232
7848 56959 56 1.32118 1.38706 1.45961 12 -0.803643 56.8807 1.19508 359.207259 0.250912 109.603 125.305 91.5113 100.416
7849 56980 24 1.65533 1.81135 2.03653 10 14.2218 57.7703 1.20913 358.186366 1.90842 39.9566 43.7454 27.0313 34.9126
7850 56956 16 1.37205 1.42325 1.4756 10 15.6885 54.4425 1.24401 0.366426 -1.579839 43.0831 46.4468 28.1998 33.1641
7851 56932 20 1.54268 1.62796 1.72932 16 -15.9052 53.9256 1.21595 358.112039 -1.793772 40.0477 49.2516 29.0699 39.5169
7852 56987 32 0.605875 0.640137 0.673475 10 -4.2895 58.4434 1.16444 0.739052 1.961264 37.4101 41.3328 26.841 33.0851
7853 56988 24 1.73623 1.8471 1.97228 10 8.53 58.3607 1.1919 3.198183 1.997109 35.1391 42.5331 24.8596 32.1736
7854 56989 24 1.63547 1.71385 1.80608 10 8.38733 58.2962 1.19259 5.779824 1.918759 41.7537 43.6235 32.7592 36.8004
7855 57011 28 1.60966 1.73077 1.86764 12 -4.50114 58.4431 1.18617 8.173882 1.948894 38.4625 44.7362 27.2034 35.0632
7856 57260 16 1.55475 1.63175 1.7245 12 -10.74396675 58.5022605 1.16571 10.310057 1.899081 42.0033 49.4086 31.6671 40.6956
7857 57278 20 1.46102 1.50374 1.55086 12 11.5509488 58.328674167 1.19001 12.659157 1.97616 47.0217 54.6464 31.1948 39.3834
7858 57281 20 1.45492 1.58558 1.73262 11 -7.6730916 58.854105 1.16793 15.074223 2.024318 43.9974 46.8176 32.3513 36.507
7859 57282 16 1.6617 1.72803 1.78583 10 8.75727775 58.8175695 1.17567 17.450542 2.070006 45.8409 56.4488 32.5438 45.0383
7860 57006 20 1.52722 1.68994 1.86034 13 -8.40619985733 58.6192 1.16391 22.599575 2.037958 43.4932 42.7941 33.6904 36.23
7861 57281 12 1.3057 1.37983 1.42373 12 -17.592938 57.9772043333 1.1737 20.079178 1.98842 42.3483 52.0165 30.7351 40.7539
7862 56984 16 1.52253 1.5893 1.67065 10 -6.19825 57.1522 1.21125 1.849833 0.254191 31.683 41.4588 22.6356 29.6334
7863 56975 28 1.50217 1.59836 1.72273 13 -6.57242862075 54.7693 1.21282 2.869729 -1.67806 40.4229 53.5096 27.1051 42.5378
7864 56979 32 1.6861 1.83081 1.99998 13 -6.81425 56.5691 1.20325 4.489832 0.028392 59.2739 59.2443 45.2242 46.3174
7865 56955 28 1.32549 1.39356 1.48229 17 1.34657 54.9999 1.21737 5.415564 -1.97017 47.8468 78.5653 34.2842 58.0615
7866 57002 32 1.38336 1.48341 1.60289 11 12.2246 56.5333 1.20472 6.786899 0.152439 60.2654 63.9927 46.9414 44.4331
7867 57003 24 1.33007 1.39195 1.52002 14 9.10850009298 54.4633 1.25069 7.909976 -1.895595 50.4925 57.3078 32.9173 38.2431
7868 57006 20 1.3938 1.45272 1.56652 11 10.393 56.4736 1.2145 9.14897 0.030337 45.5515 52.6126 32.8206 41.3668
7869 57012 20 1.51806 1.59946 1.68882 12 1.2054 54.8828 1.22629 10.363347 -2.018007 39.3117 46.0272 27.4974 34.4265
7870 57016 60 1.84731 1.99971 2.20049 11 -0.0209335 56.8193 1.19756 11.54798 0.00257 56.9248 61.5355 42.8006 46.3103
7871 56902 20 1.35464 1.39914 1.4426 14 -3.1214 55.162 1.21642 12.963495 -1.698799 64.1461 61.1964 46.9903 47.2868
7872 57279 20 1.49736 1.5765 1.64082 11 19.0279904 55.5061228 1.24043 14.174092 0.100248 44.0262 52.3437 32.6069 38.1039
7873 57307 20 1.5391 1.64424 1.71422 11 -1.2750012 55.129366 1.21935 15.564421 -1.782667 44.4023 47.183 31.0649 35.2116
7874 57279 16 1.48805 1.55295 1.62725 12 -14.05809775 56.43390325 1.18987 16.66934 0.168655 42.7871 44.6096 32.2015 35.5154
7875 56980 32 1.76966 1.87051 1.99304 17 2.36400012994 54.9801 1.22957 18.104112 -1.898422 40.5799 52.5537 31.1046 40.1302
7876 57002 16 1.26345 1.38125 1.47905 12 -5.87875 56.9642 1.18876 19.175917 0.055291 44.0985 48.6432 31.9832 36.4222
7877 56898 20 1.64618 1.757 1.8777 12 -16.3818 53.7638 1.21981 20.635089 -1.982391 39.8071 54.5374 27.9926 40.317
7878 57340 44 2.1965 2.31872 2.48827 16 8.54751018182 51.7198812727 1.26546 44.150218 -4.515028 32.2855 35.0435 25.5941 32.0034
7879 57359 20 1.7355 1.8079 1.88492 10 -2.9223842 52.6188848 1.25786 42.047968 -4.562259 37.9466 49.1631 26.6261 42.7878
7880 57336 16 1.30935 1.39818 1.46707 14 -7.687755 52.382794 1.25569 40.016819 -4.426082 38.4135 40.2278 25.3125 32.5673
7881 57282 12 1.27763 1.34367 1.39207 13 -1.84526833333 52.794194 1.25421 37.537309 -3.837168 33.5622 44.7067 24.7288 34.621
7883 57331 16 1.58368 1.64117 1.69767 16 13.8090535 50.71488225 1.31095 35.094914 -3.869686 38.5836 47.5875 26.5409 34.0483
7885 57336 32 1.63256 1.71372 1.79745 16 1.227315125 52.6353105 1.24758 32.983285 -3.887805 73.6476 85.6174 57.6406 66.9463
7891 57332 20 1.6276 1.77056 1.92328 15 -3.5738906 52.9101164 1.24849 30.499425 -3.996975 34.1532 42.8077 24.2969 32.9521
7892 57333 16 1.39085 1.46408 1.54067 11 -13.0317625 52.37204225 1.25106 28.331679 -3.952419 45.4705 52.8491 31.6034 39.5661
7893 57286 20 1.58502 1.66204 1.79512 12 -9.3726062 52.7086614598 1.2562 26.372667 -4.083103 40.4317 59.4291 28.6113 46.7205
7894 57339 32 1.79948 1.96411 2.25205 17 8.135156 52.566309375 1.26502 24.026963 -4.156325 40.6733 49.7223 28.142 38.4959
7898 57363 20 1.48528 1.57852 1.69574 15 0.1314728 53.2025496 1.25153 1.625783 -3.736634 35.4504 41.9005 25.2906 33.7195
7900 57358 24 1.76358 1.84805 1.91883 16 -1.53307266667 52.8169238333 1.25106 4.017135 -3.950763 45.5932 45.2696 31.3376 35.4734
7902 57362 20 1.49076 1.62138 1.77504 15 -3.9184628 53.1544774 1.24656 6.671402 -3.874144 36.5574 45.213 24.9465 34.3817
7904 57358 28 1.47787 1.6127 1.8653 17 -5.23582685714 53.062891 1.24794 9.210802 -3.956223 44.6919 51.7316 31.2104 41.099
7906 57333 24 1.66953 1.75932 1.92002 12 10.369769 52.7926628333 1.2576 11.974068 -3.767671 36.4394 46.0449 22.761 35.5165
7912 57310 20 1.45534 1.55472 1.64116 11 6.5682326 53.037919 1.26368 14.501321 -3.707358 41.7006 46.2454 27.8796 35.8702
7913 57333 16 1.24755 1.29142 1.37203 14 7.73100325 52.9530305 1.2612 21.723485 -3.865523 42.9085 52.0094 26.8693 37.5424
7914 57331 28 1.50256 1.58557 1.68106 14 -0.537144428571 53.1123196044 1.24888 19.380884 -3.976566 40.4661 52.2713 26.2061 39.1378
7915 57309 20 1.51142 1.59774 1.69864 11 -0.8199486 53.4045168 1.24656 16.842305 -3.82546 49.2299 56.6273 31.8927 44.6557
8054 57194 16 1.66662 1.8285 1.95283 10 230.73640225 53.03085075 1.21192 252.086893 48.704971 35.1044 35.922 31.5273 31.8218
8055 57187 16 1.46675 1.5601 1.6808 15 224.84099 57.871396 1.15208 251.940593 50.711859 34.2734 39.9021 26.9226 30.7726
8056 57186 16 1.40865 1.46758 1.54002 15 229.8450195 53.0611845 1.21194 248.816642 49.233267 45.3334 44.9693 34.229 33.7878
8057 57190 20 1.58524 1.6757 1.8097 15 221.6656566 56.5112266 1.15619 250.674959 52.718248 41.2407 40.5251 35.472 32.0917
8058 57196 20 1.85378 1.97048 2.10678 10 225.3380172 54.8615536 1.23335 248.126628 51.398541 37.8314 42.6361 31.0762 34.9007
8068 57185 16 1.70145 1.77828 1.94915 10 214.9998745 50.481349 1.26236 242.439364 58.774286 39.3628 37.3291 28.6464 28.5343
8159 57064 16 1.39875 1.49423 1.59102 11 134.742158 56.507197 1.23403 173.187915 51.043637 46.68 41.3828 37.5599 32.0831
8160 57071 16 1.61415 1.71023 1.82503 16 139.01667625 61.76745975 1.15973 169.916079 50.910184 39.9335 37.7104 33.6305 30.6836
8161 57127 16 1.30665 1.38565 1.46883 17 139.332108 63.1900405 1.14225 165.712383 50.377392 33.2185 35.0003 27.3629 26.199
8162 56993 16 1.61965 1.74833 1.92575 16 148.592 68.1104992828 1.09165 162.80295 50.157275 31.2148 29.7804 25.35 22.4645
8163 57049 20 1.47456 1.56278 1.65096 11 142.285 59.697 1.19847 174.925898 53.234315 53.1665 60.1772 40.5749 47.6034
8164 57127 12 1.34103 1.40423 1.49287 12 152.372274667 65.73869 1.10344 170.869861 53.0714 41.7467 38.368 32.7112 30.9927
8165 57374 16 1.50135 1.61215 1.71595 14 151.93483575 65.17945425 1.1398 166.852772 52.39273 38.6136 35.4931 29.947 25.8091
8166 57130 20 1.58962 1.66892 1.75258 16 150.2495474 65.9270304 1.10059 162.912372 52.375477 39.0316 36.4705 30.0013 27.0612
8167 57071 24 1.82138 1.9152 2.03915 12 139.1884235 61.0275028333 1.14907 159.507554 51.232189 42.2523 35.1989 33.5349 27.4457
8168 56992 12 1.36783 1.4335 1.49673 12 142.542 65.1553334656 1.11077 155.727601 50.478325 38.6724 39.8495 30.8375 31.2263
8169 57071 32 1.81619 1.91761 2.02905 17 147.084573125 55.181345125 1.26733 127.744953 57.706924 37.7347 37.905 32.0865 30.2456
8170 57131 16 1.53062 1.6142 1.70205 13 152.19167325 62.4074635 1.10689 172.042425 55.276099 38.0753 36.0217 29.4609 25.802
8171 57135 16 1.3817 1.44758 1.50517 11 153.031932 64.13496925 1.1169 168.016564 54.505858 40.4765 43.1058 31.8422 31.8841
8172 57423 16 1.78157 1.92965 2.09915 14 154.8752655 64.744652 1.11056 163.841266 54.501345 37.6356 36.1813 31.8228 29.3978
8173 57375 16 1.4049 1.47595 1.5514 14 142.16718625 58.886712 1.19449 159.481189 53.701968 44.0271 37.2301 36.3576 28.0
8174 57374 12 1.3919 1.44773 1.532 15 140.213692333 59.815918 1.16911 156.152511 52.459494 34.9185 29.594 29.5689 22.4438
8175 57039 24 1.48573 1.61223 1.72867 15 145.318 64.7415000305 1.11797 152.205577 51.574414 53.5247 56.4968 39.8133 41.2991
8176 57131 12 1.417 1.4748 1.54743 17 161.486069333 63.1725816667 1.12592 173.48146 57.45493 32.0377 27.6656 25.3635 20.4058
8177 57374 16 1.43412 1.51342 1.61187 13 151.07633625 59.6833415 1.17866 168.673632 56.954881 39.5978 39.2985 31.7578 28.9928
8178 57428 20 2.0159 2.15278 2.28624 10 152.3564334 60.8978258 1.15888 164.63157 56.587452 40.7447 40.775 34.0874 33.2028
8179 57429 12 1.53103 1.60597 1.73983 10 158.342681 64.1893156667 1.11649 160.45388 55.853208 44.2694 42.158 37.3184 35.0432
8180 57345 20 1.7595 1.85946 1.9602 16 144.8999548 58.6687824 1.21018 156.105999 54.926313 40.4608 38.2278 29.1083 27.4221
8181 57073 20 1.62738 1.732 1.85504 15 147.8012546 62.3622452 1.15913 152.475637 53.825027 38.2858 41.5856 31.5149 32.3183
8182 56993 20 1.57262 1.69056 1.8101 15 146.144 63.2852 1.14984 148.747418 52.630779 41.464 42.32 29.7225 27.6079
8183 57375 20 1.2355 1.30466 1.37738 13 157.2800948 59.6246184 1.18459 170.555654 59.079989 43.2916 37.2749 31.8104 29.6831
8184 57426 24 2.0105 2.2215 2.47272 10 157.201876667 59.7492296667 1.15991 165.764671 58.951243 32.8166 33.0793 27.1405 24.0799
8185 57431 20 1.88904 2.01662 2.17698 10 158.1603096 61.264714 1.14076 161.292252 58.204835 42.6913 40.4903 39.6142 31.8043
8186 57452 16 1.23625 1.3004 1.3701 13 151.85657425 59.85260225 1.1757 156.528741 57.124654 40.5069 35.9816 34.0377 29.2263
8187 57423 32 1.97765 2.1367 2.29814 17 147.058212875 57.171656 1.27147 152.247945 56.346565 45.8459 45.9264 35.7295 32.5334
8188 57348 16 1.60542 1.6908 1.79097 16 155.782615 64.484002 1.09543 148.753913 54.860513 40.3498 39.3029 31.1991 27.8099
8189 57448 24 2.05298 2.2178 2.4183 16 160.092902667 60.7804135 1.13538 156.920894 59.081868 41.7279 36.8257 36.5794 31.5743
8190 57448 24 1.73198 1.85685 2.03645 17 152.712142167 58.022582 1.18867 151.961625 58.684276 47.3227 47.8096 39.307 35.9775
8191 57390 16 1.38053 1.44675 1.51855 15 152.55949775 60.41939625 1.1681 147.630467 56.975022 43.5469 37.963 36.9728 29.7592
8192 57348 24 1.66805 1.76133 1.86722 13 144.446565 55.8758733333 1.27122 143.769269 56.034176 36.4354 40.5459 30.6655 30.0318
8193 57333 28 1.70751 1.85667 1.97609 17 151.686644571 56.9327144286 1.22093 130.895186 58.994454 39.5135 37.1918 30.1023 24.5137
8194 57401 16 1.72403 1.835 1.96473 11 150.5676915 56.4055837838 1.19169 147.563816 58.9481 29.2085 32.9102 23.3716 22.327
8195 57391 16 1.45752 1.54155 1.61217 11 152.986381 59.0670555 1.18494 142.946478 58.081277 32.9574 30.0286 25.9573 19.3443
8196 57346 20 1.47708 1.58556 1.71498 14 153.7519348 61.6830298 1.16183 140.169138 56.330512 50.7955 41.8536 39.2873 28.6735
8197 57064 20 1.54646 1.61574 1.68476 10 148.9728748 54.8128998 1.2656 135.407674 58.915488 47.2989 46.5824 34.6416 36.6233
8198 57374 16 1.56592 1.6565 1.75933 12 148.9122555 55.31274075 1.24234 139.457069 58.704863 41.1957 31.8697 32.7918 22.3765
8199 57428 12 1.15817 1.22137 1.30157 17 191.189226333 63.4077974167 1.11567 207.956634 58.581705 45.7518 40.9238 36.4116 28.3109
8203 57428 16 1.55615 1.65613 1.78362 15 188.436572 66.27493175 1.09156 208.405489 55.934949 41.8111 41.9055 33.919 33.6775
8206 57424 20 1.48238 1.61292 1.72684 15 191.8598918 67.982171 1.07682 206.185443 54.135659 46.6946 42.3627 36.044 30.9692
8207 57431 12 1.13007 1.18593 1.26347 17 171.254466667 69.1821996667 1.07169 200.150826 53.230441 45.2625 42.4794 34.2347 29.0329
8208 57430 20 1.79006 1.91374 2.0604 17 190.590748 69.1883874 1.10755 203.601926 52.392802 35.1234 35.7486 28.9442 27.8786
8209 57427 16 1.54643 1.64043 1.75773 14 182.87548 70.47838275 1.06342 207.110592 51.710756 45.8383 45.0974 35.1661 36.4753
8210 57426 20 1.76232 1.92358 2.11798 13 183.1944316 69.1402638 1.06351 200.291487 50.940365 36.8051 39.6775 29.0587 28.5783
8211 57423 16 1.4877 1.6077 1.72587 13 190.40421025 71.7315235 1.05204 203.766762 50.469079 43.4869 39.5299 36.8112 31.4367
8218 57519 12 1.21763 1.28173 1.3971 14 171.371077667 68.5604253333 1.07621 196.447092 53.849825 42.4632 41.0739 37.1997 32.9732
8219 57429 16 1.45288 1.52955 1.63005 15 195.36278925 68.59971625 1.06805 182.606294 52.961769 44.8347 40.2756 34.3513 30.9702
8220 57432 28 1.79367 1.97644 2.17197 17 189.222216857 68.7793415714 1.06648 186.128683 52.887573 32.8519 31.1421 28.3752 25.4153
8222 57431 16 1.48857 1.58408 1.66788 11 154.2995205 67.5458995 1.09414 193.654279 51.998704 43.7765 42.4709 33.687 32.1386
8223 57429 16 1.688 1.80937 2.00035 11 203.923457 68.590943 1.06483 197.146004 51.498191 32.3828 38.1016 25.4297 28.4609
8224 57378 32 2.15377 2.29984 2.48572 13 156.627166375 68.9084663381 1.09852 177.333863 51.099215 34.3021 33.3177 27.5005 27.0876
8225 57375 20 1.56258 1.66192 1.75488 10 155.2648154 69.1602036 1.0694 180.812931 51.041122 42.4142 41.0141 32.2017 28.7329
8226 57423 12 1.45553 1.54907 1.63067 12 190.131439 71.6986676667 1.05158 184.474887 50.645248 35.683 32.2669 28.5385 24.4079
8227 57427 12 1.21763 1.31927 1.40153 13 182.596054333 72.0612976667 1.05062 187.899369 50.633324 45.2012 39.5797 39.3149 30.5446
8228 57423 28 1.8141 1.97606 2.12214 11 193.379150571 68.0481831429 1.06828 179.228172 53.313448 47.9771 45.5508 38.496 36.072
8229 57430 20 1.78782 1.90594 2.05706 11 186.9639036 66.8743208 1.08349 180.803969 55.408902 40.985 43.4876 34.2083 34.2918
8230 57430 20 1.9121 2.02624 2.1797 12 161.0750272 65.1591804 1.1183 176.368686 55.391754 43.0512 36.4222 36.8468 27.7069
8234 57450 20 1.7349 1.82914 1.92092 12 184.3922682 64.7840736 1.10219 178.382575 57.176128 42.4502 41.0105 36.3029 34.4183
8276 57067 28 1.90346 2.01321 2.15631 10 121.250931143 52.7739874286 1.30325 117.20404 44.002012 42.1955 46.0492 35.5087 34.785
8277 57073 32 1.66424 1.76454 1.8934 10 121.219982625 53.254965875 1.27296 120.300373 44.000825 41.6188 38.9521 30.9386 31.4845
8278 56990 28 1.53456 1.63646 1.77607 15 121.634 45.5099 1.48917 123.402783 43.999796 42.4897 38.3959 32.7604 28.8996
8279 57063 24 1.77035 1.86318 1.97962 10 121.189391167 50.2931372816 1.36704 126.500488 44.003067 37.8509 46.0712 29.7503 32.9952
8280 57061 36 1.58272 1.72212 1.90887 14 121.214947065 50.8250474896 1.3072 129.595899 44.000896 44.1942 49.1771 33.2744 37.3337
8281 57042 16 1.45823 1.62378 1.82283 14 121.414 53.9627 1.29643 132.69538 44.001203 33.6465 40.1242 26.4376 30.0976
